,Model,Precision,Recall,f1 Score,Accuracy(Training),Accuracy(Test),Training Time,Testing Time (Train),TestingTime
0,LR,0.486541361440289,0.4908323152266244,0.474957685566465,0.49127012794741504,0.4908323152266244,2137.043605566025,0.42171502113342285,0.17939996719360352
1,LR,0.4858096270153364,0.4895642881237262,0.4733123300881235,0.4901828421852298,0.4895642881237262,1921.9970495700836,0.40962982177734375,0.1564192771911621
2,LR,0.4874922486737799,0.49150506880133643,0.47518645092964046,0.49080484253186535,0.49150506880133643,2197.635910511017,0.36876630783081055,0.1664433479309082
3,LR,0.4901360427124458,0.4931690000444093,0.4761447294344796,0.4941938535351163,0.4931690000444093,2134.7200450897217,0.40066003799438477,0.16738319396972656
4,LR,0.4828374018480476,0.48824240293970633,0.47284717625195716,0.48869830229540806,0.48824240293970633,2181.0563249588013,0.4046485424041748,0.17142677307128906
5,LR,0.4834305923105958,0.48643296038974354,0.4701373392903365,0.4867837074784203,0.48643296038974354,2112.104272842407,0.40468430519104004,0.1694326400756836
6,LR,0.4876696778901022,0.4908908977008269,0.4741397715666241,0.4913154821393572,0.4908908977008269,2278.0123937129974,0.4026906490325928,0.16444969177246094
7,LR,0.48312557866434236,0.4895066505281399,0.4754644567576155,0.49015895024483164,0.4895066505281399,2406.2882153987885,0.4126930236816406,0.17142653465270996
8,LR,0.4878525085094625,0.49250852989170746,0.4779442767932349,0.4925088643148358,0.49250852989170746,1873.3013746738434,0.4214143753051758,0.1884322166442871
9,LR,0.4884781395584769,0.4925614430942129,0.4763198398290821,0.49250926926297817,0.4925614430942129,2117.3148078918457,0.41876769065856934,0.20929932594299316
10,LR,0.48719685393413853,0.49044963938707614,0.47436531332056625,0.49136245612386875,0.49044963938707614,2320.8769471645355,0.43999361991882324,0.1761767864227295
11,LR,0.48263862008821284,0.4876102791454896,0.47255549263677127,0.4884310365214631,0.4876102791454896,1862.4286029338837,0.38103413581848145,0.16245627403259277
12,LR,0.48661275913087254,0.4907746776310381,0.47410747791819996,0.491037282765569,0.4907746776310381,2640.186887025833,0.3669264316558838,0.16843652725219727
13,LR,0.48979448825924377,0.49426978363224566,0.47899430906080676,0.49450768834543046,0.49426978363224566,2095.159500837326,0.37006425857543945,0.1664433479309082
14,LR,0.5033462920864243,0.5058936803683515,0.49330324299823863,0.5056429523635203,0.5058936803683515,1826.1564319133759,0.3807356357574463,0.20648884773254395
15,LR,0.49112972035309654,0.4953752916131629,0.4794845978468164,0.49461014022544275,0.4953752916131629,2422.0958721637726,0.4334371089935303,0.17441654205322266
16,LR,0.4842755279149581,0.4877539006951472,0.4717812668833021,0.48836988935196957,0.4877539006951472,2028.673326253891,0.4056544303894043,0.16682171821594238
17,LR,0.4872111328303879,0.4915967220271048,0.47589495630475454,0.49152848486222855,0.4915967220271048,2346.961617708206,0.40088677406311035,0.1682112216949463
18,LR,0.4849158510907587,0.48926098208793606,0.47342556712212197,0.49023912997701513,0.48926098208793606,1960.9716517925262,0.4100515842437744,0.15846991539001465
19,LR,0.49606577799188833,0.5002433062436634,0.4861774891445326,0.5000931380727384,0.5002433062436634,1995.2872474193573,0.40165281295776367,0.1653130054473877
20,LR,0.4850448587984956,0.49047326135248037,0.4752099496830226,0.4895434290684735,0.49047326135248037,2104.5841629505157,0.37223267555236816,0.16743993759155273
21,LR,0.48901200706530773,0.49413277623290125,0.4786180904083018,0.4936188271729922,0.49413277623290125,2412.6477134227753,0.3748133182525635,0.15847015380859375
22,LR,0.4859173140413497,0.48964082329163583,0.47361135799197357,0.48935391333785794,0.48964082329163583,2271.3063888549805,0.4046468734741211,0.1660614013671875
23,LR,0.4863504622882742,0.49062727656691585,0.47493170282458347,0.4916588781640623,0.49062727656691585,2139.6346826553345,0.3709688186645508,0.16544747352600098
24,LR,0.48587738125551444,0.4902549943921454,0.4736704318398902,0.4907643477176313,0.4902549943921454,2111.174226999283,0.3691425323486328,0.1664433479309082
25,LR,0.4828368198912813,0.4865482355809161,0.47050976934288535,0.4858013032851013,0.4865482355809161,2203.362683057785,0.3737823963165283,0.20531296730041504
26,LR,0.4866429890832321,0.4889472823873681,0.4721216825852198,0.4878187549302436,0.4889472823873681,1936.9592144489288,0.3808917999267578,0.16743969917297363
27,LR,0.48923057267090303,0.4928921506098719,0.476307192406006,0.4935139456041259,0.4928921506098719,2334.9756758213043,0.37793588638305664,0.17042970657348633
28,LR,0.48693971950615,0.48895484141629747,0.4722045918929569,0.4894907858099692,0.48895484141629747,2069.6011967658997,0.4126245975494385,0.17840313911437988
29,LR,0.4886340277647967,0.49399765859078915,0.47889346829202956,0.4942371829863468,0.49399765859078915,2348.370968580246,0.37474727630615234,0.17539548873901367
