,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,GWO,285.4772092126819,279.1132653329817,251.59668025626092,252.1320135225009,380.95911770298534,257.22562155831827,270.90292177191327,285.4463954505703,234.02616330114134,285.298665835027,285.97865890626895,277.5302543966855,240.45582486317434,243.11150100060752,386.16674386289947,249.6554624230189,268.70489296636083,282.5277801402588,234.49931600547197,290.6993503409215
