,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,EO,74.69776814734561,185.75248180188748,27.281026726647262,110.20529034492677,67.86263832777095,156.20042039079271,91.55397290881162,206.8755968031082,89.81620614715926,213.135505296849,77.52187126885921,185.1464617313723,31.01654031702274,118.42907424191768,67.3032119914347,152.32724174095347,101.70473917490624,211.24028094067222,85.70609462710505,205.3232508913701
