,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,STPMPA,52.5920372506301,152.35083288495014,17.51109350237718,73.74953693493558,46.40104620749782,125.94025347129998,76.09601745771958,185.50318778709632,51.98047589993899,161.28951999070875,55.646424759871934,154.70873987850436,18.08671713695802,74.13184193543994,48.94020356234097,128.28011944666756,79.24156187954996,186.65812956535117,55.28498226251478,164.14080950220023
