,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,WOA,304.2607494474583,285.73137946338187,278.64171779141105,269.2759637249377,360.1313438509789,269.3266647685139,298.44083526682135,286.37089051971583,271.51279656267513,301.9318666774738,300.53236040609136,282.053502266186,269.55317394888704,265.43010224130336,359.4658356417359,267.7049227347802,289.91285140562246,279.3798339213295,268.8915962207857,299.89687964809406
