,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,ABC,157.21693601168002,249.53882007979234,151.8414271555996,249.4717033745845,131.63383939272873,199.25356605395825,178.4407056517478,261.91773866153466,159.74124036440085,272.4155523250584,161.35758183870564,250.91604642232616,150.94952132288947,251.70528076649737,138.86067961165048,202.67995601541833,180.5470287288469,262.09244715931106,165.65002249212776,274.79284122028986
