,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Train_Mean_TD_2,Train_Std_TD_2,Train_Mean_TD_3,Train_Std_TD_3,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1,Test_Mean_TD_2,Test_Std_TD_2,Test_Mean_TD_3,Test_Std_TD_3
0,MPA,111.25768393556814,218.15351819241752,83.49610529143165,202.50086213544733,102.00702864171498,184.0516158985233,129.2451531329025,240.12927152347999,115.60173967070519,226.91478190033504,99.52390762224873,205.88419485011062,63.16945606694561,181.63515744460733,84.38064791133844,163.6476459901391,123.99050203527815,232.54051290141578,105.74869739478957,216.64464909447716
