,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,PSO,37.5226,72.10643999838017,39.5811394891945,67.38402827874656,35.388594704684316,76.63727690933504,35.8918,67.25511201953351,36.536439665471924,61.71007357243109,35.24146243471274,72.41440238925975
