,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,STPMPA,15.5062,33.25855621580708,15.28565815324165,16.32580040757493,15.734826883910387,44.45681385670577,15.1786,24.189764406459194,15.354042214257268,16.138417799175446,15.001607071112897,30.21007200606076
