,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,GWO,438.3122,274.8810068578038,435.026326129666,280.5693238326201,441.71853360488797,268.81474060869834,420.8928,262.4386002632997,414.7710075667065,266.83236588019633,427.0687022900763,257.7828974126028
