,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,ABC,2141.0276,8772.064134218253,2042.233398821218,8497.429133908681,2243.4435845213848,9046.832598222387,2099.5336,8679.692964942426,2246.4922341696533,9039.273436746817,1951.27601446364,8298.529481939966
