,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,WOA,402.5456,300.03536245022855,393.1335952848723,301.2323193925287,412.30264765784113,298.4763140246192,391.2542,287.5089911330774,388.21505376344084,290.8036009360795,394.3202089192447,284.11361516338826
