,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,MPA,20.8038,42.14545415059612,19.399214145383105,31.253299383723956,22.25987780040733,50.99855913448557,19.3824,34.273245691647006,18.11589008363202,30.47636709008838,20.66010445962234,37.67524446035866
