,Model,Precision,Recall,f1 Score,Accuracy(Training),Accuracy(Test),Training Time,Testing Time (Train),TestingTime
0,XGB,0.9743297959549492,0.9734850991705081,0.9734730133208482,0.9739305469428993,0.9734850991705081,3.1314544677734375,0.6043839454650879,0.25827932357788086
0,XGB,0.9742734423845921,0.9734370308549821,0.9734251581713936,0.973879194446526,0.9734370308549821,4.014234781265259,0.8976006507873535,0.36299920082092285
0,XGB,0.9743092611065576,0.9733457707197081,0.9733322746610416,0.9738675505665345,0.9733457707197081,3.9025347232818604,0.8567104339599609,0.3430495262145996
0,XGB,0.9738365173163582,0.9731158787758881,0.9731056843069404,0.9741580504442737,0.9731158787758881,3.984318494796753,0.8956091403961182,0.3649907112121582
0,XGB,0.9740459132220525,0.973336017728152,0.9733260193059117,0.97391352896445,0.973336017728152,3.9454219341278076,0.8554468154907227,0.34607362747192383
0,XGB,0.9742161704998237,0.9733401975816761,0.9733281399391537,0.974058629622807,0.9733401975816761,3.963371992111206,0.8577065467834473,0.34404540061950684
0,XGB,0.97427325451947,0.9733680632718361,0.9733553711099069,0.9739305469428993,0.9733680632718361,3.9574191570281982,0.8507258892059326,0.3610055446624756
0,XGB,0.9740082870390248,0.9732858594858641,0.9732760341153066,0.9740792303335614,0.9732858594858641,3.9660699367523193,0.8377609252929688,0.37995147705078125
0,XGB,0.9743524757476223,0.97339314239298,0.9733789609550532,0.9738684462496108,0.97339314239298,3.99830961227417,1.1828374862670898,0.367692232131958
0,XGB,0.9740717281389785,0.9733248714520881,0.9733144942727996,0.9741344641232651,0.9733248714520881,3.8922483921051025,0.8507254123687744,0.3456244468688965
0,XGB,0.9741316053622335,0.9733959289619961,0.9733851189364783,0.9740141440300185,0.9733959289619961,3.9079155921936035,0.8666825294494629,0.33906102180480957
0,XGB,0.9742373428937927,0.9734391207817441,0.9734280833580886,0.9740610181110103,0.9734391207817441,4.1925437450408936,0.892711877822876,0.36003613471984863
0,XGB,0.9741849582414115,0.9733994121732661,0.9733878242041365,0.9739842879274759,0.9733994121732661,4.2775328159332275,0.915259838104248,0.38294029235839844
0,XGB,0.9742681230530092,0.9734363342127281,0.973424519132909,0.9738860613501109,0.9734363342127281,4.207038879394531,0.9175481796264648,0.37000560760498047
0,XGB,0.9739840765711911,0.9732182851872261,0.9732074976612853,0.9741108778022565,0.9732182851872261,4.317453622817993,0.8966052532196045,0.37499547004699707
0,XGB,0.9739922860468703,0.9732691400717681,0.9732588610736306,0.9739783167069674,0.9732691400717681,3.9204864501953125,0.8307795524597168,0.28820109367370605
0,XGB,0.9740981864313267,0.9732907359816421,0.97327917764366,0.9740878886032986,0.9732907359816421,3.4527626037597656,0.7589700222015381,0.28819751739501953
0,XGB,0.9739498561884375,0.9731966892773521,0.9731855324139818,0.9742750863662406,0.9731966892773521,3.7080883979797363,0.7689449787139893,0.7238194942474365
0,XGB,0.9740799770814673,0.9733555237112641,0.9733452255671784,0.9739980217346456,0.9733555237112641,3.333089828491211,0.8736646175384521,0.3640255928039551
0,XGB,0.9740867453713975,0.9732733199252921,0.9732618709860136,0.9740204138115525,0.9732733199252921,3.9933242797851562,0.867680549621582,0.3361024856567383
0,XGB,0.9739061475461113,0.9732552072266881,0.9732458927231676,0.9740431044494848,0.9732552072266881,3.957418918609619,0.8806469440460205,0.362030029296875
0,XGB,0.9740833911791389,0.9732726232830381,0.9732608076356932,0.9741613346155534,0.9732726232830381,3.8616764545440674,0.7729344367980957,0.2941856384277344
0,XGB,0.9742711447494884,0.973335321085898,0.9733227402508282,0.9741284929027566,0.973335321085898,3.3859479427337646,0.7779209613800049,0.2951850891113281
0,XGB,0.9740155226274757,0.9732412743816081,0.973230810942203,0.9741598418104263,0.9732412743816081,3.422849416732788,0.75797438621521,0.29119396209716797
0,XGB,0.9741092387457484,0.9733666699873281,0.973356227169232,0.974056539695629,0.9733666699873281,3.4028728008270264,0.7529876232147217,0.2901930809020996
0,XGB,0.9741859703580443,0.9732315213900521,0.9732187478880081,0.974050269914095,0.9732315213900521,3.5195608139038086,0.7549824714660645,0.290194034576416
0,XGB,0.9739180973126269,0.973237094528084,0.97322682922958,0.9742070144524435,0.973237094528084,3.5282974243164062,0.7740001678466797,0.7040894031524658
0,XGB,0.9740572370562051,0.9729793368941041,0.9729649258092619,0.9738717304208905,0.9729793368941041,3.5365161895751953,0.8397562503814697,0.3400592803955078
0,XGB,0.9743649155992513,0.9734008054577741,0.9733878414598586,0.9738699390547378,0.9734008054577741,3.949437379837036,0.8367652893066406,0.3460428714752197
0,XGB,0.9740343336003291,0.9731500142463341,0.9731378584129702,0.9740048886382303,0.9731500142463341,3.9723446369171143,0.8457388877868652,0.35999274253845215
