,Algorithm,Train_Mean_TD_ALL,Train_Std_TD_ALL,Train_Mean_TD_0,Train_Std_TD_0,Train_Mean_TD_1,Train_Std_TD_1,Test_Mean_TD_ALL,Test_Std_TD_ALL,Test_Mean_TD_0,Test_Std_TD_0,Test_Mean_TD_1,Test_Std_TD_1
0,EO,32.9614,92.71698393519928,30.239292730844795,82.65396723031738,35.78329938900204,102.03063857416213,26.3784,73.49251943864763,27.16925527678216,77.42515319632285,25.580554439533948,69.29020872275721
